-0.000114625	0.000137637	5.00477e-05	
-0.000566446	0.00144896	0.000200191	
-0.00131949	0.00363449	0.000450429	
-0.00237377	0.00669424	0.000800763	
-0.00372931	0.0106282	0.00125119	
-0.00538612	0.0154363	0.00180172	
-0.00734425	0.0211187	0.00245234	
-0.00960372	0.0276753	0.00320305	
-0.0121646	0.035106	0.00405386	
-0.0150269	0.0434109	0.00500477	
-0.0181907	0.05259	0.00605577	
-0.021656	0.0626433	0.00720687	
-0.0254229	0.0735707	0.00845806	
-0.0294915	0.0853723	0.00980935	
-0.0338618	0.098048	0.0112607	
-0.038534	0.111598	0.0128122	
-0.0435081	0.126022	0.0144638	
-0.0487842	0.14132	0.0162155	
-0.0543623	0.157492	0.0180672	
-0.0602427	0.174538	0.0200191	
-0.0664254	0.192458	0.022071	
-0.0729104	0.211253	0.0242231	
-0.079698	0.230921	0.0264752	
-0.0867883	0.251463	0.0288275	
-0.0941813	0.272879	0.0312798	
-0.101877	0.29517	0.0338323	
-0.109876	0.318334	0.0364848	
-0.118178	0.342372	0.0392374	
-0.126784	0.367284	0.0420901	
-0.135693	0.393069	0.0450429	
-0.144906	0.419729	0.0480958	
-0.154422	0.447262	0.0512489	
-0.164242	0.475669	0.054502	
-0.174367	0.50495	0.0578551	
-0.184796	0.535104	0.0613084	
-0.195529	0.566132	0.0648618	
-0.206567	0.598033	0.0685153	
-0.21791	0.630808	0.0722689	
-0.229559	0.664457	0.0761226	
-0.241512	0.698979	0.0800763	
-0.253771	0.734374	0.0841302	
-0.266336	0.770643	0.0882841	
-0.279206	0.807785	0.0925382	
-0.292383	0.8458	0.0968923	
-0.305866	0.884688	0.101347	
-0.319656	0.924449	0.105901	
-0.333752	0.965084	0.110555	
-0.348156	1.00659	0.11531	
-0.362867	1.04897	0.120165	
-0.377886	1.09222	0.125119	
-0.393212	1.13635	0.130174	
-0.408847	1.18135	0.135329	
-0.42479	1.22722	0.140584	
-0.441042	1.27396	0.145939	
-0.457602	1.32158	0.151394	
-0.474472	1.37007	0.15695	
-0.491651	1.41943	0.162605	
-0.50914	1.46966	0.16836	
-0.526939	1.52076	0.174216	
-0.545049	1.57274	0.180172	
-0.563469	1.62559	0.186227	
-0.5822	1.6793	0.192383	
-0.601243	1.73389	0.198639	
-0.620597	1.78936	0.204995	
-0.640262	1.84569	0.211451	
-0.66024	1.90289	0.218008	
-0.680531	1.96097	0.224664	
-0.701135	2.01991	0.23142	
-0.722051	2.07973	0.238277	
-0.743281	2.14042	0.245233	
-0.764826	2.20197	0.25229	
-0.786684	2.2644	0.259447	
-0.808857	2.3277	0.266704	
-0.831345	2.39186	0.274061	
-0.854148	2.4569	0.281518	
-0.877266	2.5228	0.289075	
-0.900701	2.58958	0.296732	
-0.924452	2.65722	0.30449	
-0.94852	2.72573	0.312347	
-0.972905	2.79511	0.320305	
-0.997607	2.86536	0.328362	
-1.02263	2.93648	0.33652	
-1.04797	3.00846	0.344778	
-1.07362	3.08131	0.353136	
-1.0996	3.15503	0.361594	
-1.12589	3.22961	0.370152	
-1.15251	3.30507	0.37881	
-1.17944	3.38138	0.387568	
-1.2067	3.45857	0.396426	
-1.23428	3.53662	0.405385	
-1.26217	3.61553	0.414443	
-1.29039	3.69531	0.423602	
-1.31894	3.77596	0.432861	
-1.3478	3.85746	0.44222	
-1.37699	3.93984	0.451678	
-1.4065	4.02307	0.461237	
-1.43633	4.10717	0.470897	
-1.46649	4.19213	0.480656	
-1.49698	4.27796	0.490515	
-1.52779	4.36465	0.500474	
