-0.000114625	0.000137637	0	0.000635299	0.000323171	-0.000525196	0.000484665	0.000760249	-0.00126704	3.59811e-05	-0.00029947	0	0.000484665	0.000760249	0.00126704	0.000635271	0.000323142	-0.00126704	
-0.000550231	0.0014658	0	0.000643409	0.000331596	-0.000529745	2.47348e-05	0.00206315	-0.00127158	1.97612e-05	-0.000316321	0	2.47348e-05	0.00206315	0.00127158	0.000643381	0.000331567	-0.00126249	
-0.00125463	0.00370187	0	0.000667738	0.000356872	-0.000543389	-0.00075263	0.00422342	-0.00128522	-2.88984e-05	-0.000366874	0	-0.00075263	0.00422342	0.00128522	0.000667712	0.000356845	-0.00124884	
-0.00222787	0.00684582	0	0.000708288	0.000398999	-0.00056613	-0.00184743	0.00724107	-0.00130795	-0.000109998	-0.00045113	0	-0.00184743	0.00724107	0.00130795	0.000708263	0.000398973	-0.0012261	
-0.00346998	0.0108976	0	0.000765056	0.000457977	-0.000597968	-0.00325967	0.0111161	-0.00133975	-0.000223537	-0.000569088	0	-0.00325967	0.0111161	0.00133975	0.000765034	0.000457954	-0.00119426	
-0.00498102	0.0158572	0	0.000838045	0.000533806	-0.000638902	-0.00498936	0.0158486	-0.00138063	-0.000369515	-0.000720748	0	-0.00498936	0.0158486	0.00138063	0.000838025	0.000533785	-0.00115333	
-0.00676107	0.0217246	0	0.000927252	0.000626485	-0.000688932	-0.00703649	0.0214385	-0.00143056	-0.000547934	-0.000906111	0	-0.00703649	0.0214385	0.00143056	0.000927237	0.000626468	-0.0011033	
-0.0088102	0.0284997	0	0.00103268	0.000736014	-0.00074806	-0.00940108	0.0278858	-0.00148953	-0.000758792	-0.00112518	0	-0.00940108	0.0278858	0.00148953	0.00103267	0.000736002	-0.00104417	
-0.0111285	0.0361825	0	0.00115433	0.000862394	-0.000816283	-0.0120831	0.0351906	-0.00155754	-0.00100209	-0.00137795	0	-0.0120831	0.0351906	0.00155754	0.00115432	0.000862388	-0.000975945	
-0.0137161	0.0447728	0	0.00129219	0.00100562	-0.000893603	-0.0150826	0.043353	-0.00163455	-0.00127783	-0.00166442	0	-0.0150826	0.043353	0.00163455	0.00129219	0.00100562	-0.000898624	
-0.0165731	0.0542707	0	0.00144628	0.0011657	-0.00098002	-0.0183996	0.0523729	-0.00172055	-0.00158601	-0.00198459	0	-0.0183996	0.0523729	0.00172055	0.00144628	0.00116571	-0.000812206	
-0.0196997	0.0646759	0	0.00161658	0.00134263	-0.00107553	-0.0220341	0.0622504	-0.00181551	-0.00192662	-0.00233847	0	-0.0220341	0.0622504	0.00181551	0.0016166	0.00134265	-0.000716691	
-0.023096	0.0759885	0	0.00180311	0.00153641	-0.00118014	-0.0259861	0.0729855	-0.00191942	-0.00229968	-0.00272605	0	-0.0259861	0.0729855	0.00191942	0.00180313	0.00153644	-0.00061208	
-0.0267621	0.0882084	0	0.00200585	0.00174704	-0.00129385	-0.0302556	0.0845784	-0.00203224	-0.00270518	-0.00314734	0	-0.0302556	0.0845784	0.00203224	0.00200588	0.00174707	-0.000498371	
-0.0306983	0.101335	0	0.00222481	0.00197452	-0.00141665	-0.0348426	0.0970289	-0.00215395	-0.00314311	-0.00360233	0	-0.0348426	0.0970289	0.00215395	0.00222485	0.00197456	-0.000375566	
-0.0349046	0.115369	0	0.00245999	0.00221885	-0.00154855	-0.0397471	0.110337	-0.00228451	-0.00361349	-0.00409103	0	-0.0397471	0.110337	0.00228451	0.00246004	0.0022189	-0.000243664	
-0.0393814	0.13031	0	0.00271139	0.00248003	-0.00168955	-0.0449691	0.124504	-0.00242389	-0.0041163	-0.00461343	0	-0.0449691	0.124504	0.00242389	0.00271145	0.00248009	-0.000102664	
-0.0441288	0.146158	0	0.002979	0.00275805	-0.00183965	-0.0505087	0.139528	-0.00257205	-0.00465156	-0.00516953	0	-0.0505087	0.139528	0.00257205	0.00297907	0.00275813	4.74322e-05	
-0.0491471	0.162912	0	0.00326284	0.00305293	-0.00199884	-0.0563659	0.15541	-0.00272896	-0.00521926	-0.00575935	0	-0.0563659	0.15541	0.00272896	0.00326292	0.00305301	0.000206626	
-0.0544364	0.180572	0	0.00356289	0.00336465	-0.00216712	-0.0625407	0.17215	-0.00289458	-0.00581939	-0.00638287	0	-0.0625407	0.17215	0.00289458	0.00356299	0.00336475	0.000374916	
-0.0599971	0.199139	0	0.00387916	0.00369322	-0.00234451	-0.069033	0.189748	-0.00306886	-0.00645197	-0.00704009	0	-0.069033	0.189748	0.00306886	0.00387927	0.00369333	0.000552304	
-0.0658294	0.218612	0	0.00421165	0.00403863	-0.00253099	-0.075843	0.208205	-0.00325177	-0.00711698	-0.00773103	0	-0.075843	0.208205	0.00325177	0.00421177	0.00403876	0.00073879	
-0.0719335	0.238991	0	0.00456035	0.0044009	-0.00272657	-0.0829706	0.227519	-0.00344325	-0.00781443	-0.00845567	0	-0.0829706	0.227519	0.00344325	0.00456049	0.00440104	0.000934373	
-0.0783098	0.260276	0	0.00492528	0.00478	-0.00293125	-0.0904159	0.247693	-0.00364325	-0.00854433	-0.00921402	0	-0.0904159	0.247693	0.00364325	0.00492543	0.00478017	0.00113905	
-0.0849586	0.282466	0	0.00530642	0.00517596	-0.00314503	-0.0981788	0.268724	-0.00385173	-0.00930666	-0.0100061	0	-0.0981788	0.268724	0.00385173	0.00530659	0.00517614	0.00135283	
-0.0918801	0.305561	0	0.00570377	0.00558876	-0.0033679	-0.106259	0.290614	-0.00406863	-0.0101014	-0.0108319	0	-0.106259	0.290614	0.00406863	0.00570396	0.00558896	0.00157571	
-0.0990748	0.329562	0	0.00611734	0.00601841	-0.00359987	-0.114658	0.313363	-0.00429389	-0.0109286	-0.0116913	0	-0.114658	0.313363	0.00429389	0.00611755	0.00601862	0.00180768	
-0.106543	0.354468	0	0.00654713	0.0064649	-0.00384094	-0.123374	0.33697	-0.00452747	-0.0117883	-0.0125845	0	-0.123374	0.33697	0.00452747	0.00654735	0.00646513	0.00204875	
-0.114285	0.380278	0	0.00699314	0.00692824	-0.0040911	-0.132408	0.361437	-0.0047693	-0.0126804	-0.0135114	0	-0.132408	0.361437	0.0047693	0.00699338	0.00692849	0.00229892	
-0.122301	0.406993	0	0.00745535	0.00740842	-0.00435036	-0.141759	0.386762	-0.00501931	-0.0136049	-0.0144721	0	-0.141759	0.386762	0.00501931	0.00745562	0.00740869	0.00255819	
-0.130591	0.434612	0	0.00793379	0.00790544	-0.00461873	-0.151428	0.412946	-0.00527745	-0.0145619	-0.0154664	0	-0.151428	0.412946	0.00527745	0.00793407	0.00790573	0.00282655	
-0.139157	0.463134	0	0.00842844	0.00841931	-0.00489619	-0.161416	0.439989	-0.00554365	-0.0155513	-0.0164944	0	-0.161416	0.439989	0.00554365	0.00842874	0.00841962	0.00310402	
-0.147997	0.492561	0	0.0089393	0.00895001	-0.00518274	-0.171721	0.467892	-0.00581785	-0.0165732	-0.0175562	0	-0.171721	0.467892	0.00581785	0.00893963	0.00895035	0.00339058	
-0.157114	0.522891	0	0.00946638	0.00949756	-0.0054784	-0.182344	0.496654	-0.00609996	-0.0176275	-0.0186517	0	-0.182344	0.496654	0.00609996	0.00946673	0.00949793	0.00368624	
-0.166507	0.554124	0	0.0100097	0.010062	-0.00578316	-0.193284	0.526275	-0.00638992	-0.0187142	-0.0197809	0	-0.193284	0.526275	0.00638992	0.01001	0.0100623	0.003991	
-0.176176	0.58626	0	0.0105692	0.0106432	-0.00609701	-0.204543	0.556757	-0.00668766	-0.0198334	-0.0209438	0	-0.204543	0.556757	0.00668766	0.0105696	0.0106436	0.00430486	
-0.186122	0.619298	0	0.0111449	0.0112413	-0.00641996	-0.21612	0.588097	-0.0069931	-0.020985	-0.0221404	0	-0.21612	0.588097	0.0069931	0.0111453	0.0112417	0.00462782	
-0.196346	0.653238	0	0.0117368	0.0118562	-0.00675202	-0.228014	0.620298	-0.00730615	-0.022169	-0.0233708	0	-0.228014	0.620298	0.00730615	0.0117373	0.0118566	0.00495987	
-0.206848	0.688081	0	0.012345	0.0124879	-0.00709317	-0.240227	0.653358	-0.00762674	-0.0233855	-0.0246348	0	-0.240227	0.653358	0.00762674	0.0123454	0.0124884	0.00530103	
-0.217628	0.723825	0	0.0129693	0.0131365	-0.00744342	-0.252757	0.687279	-0.00795479	-0.0246345	-0.0259326	0	-0.252757	0.687279	0.00795479	0.0129698	0.013137	0.00565129	
