-4.0089e-05	0.000109859	0	-3.21645e-05	0.000119177	6.1666e-06	
-0.000156211	0.000442532	0	-0.000148286	0.00045185	6.1666e-06	
-0.000344222	0.00100112	0	-0.000336297	0.00101043	6.1666e-06	
-0.000604123	0.00178561	0	-0.000596199	0.00179493	6.1666e-06	
-0.000935919	0.00279601	0	-0.000927994	0.00280533	6.1666e-06	
-0.00133961	0.00403232	0	-0.00133169	0.00404164	6.1666e-06	
-0.00181521	0.00549453	0	-0.00180728	0.00550385	6.1666e-06	
-0.00236271	0.00718264	0	-0.00235479	0.00719196	6.1666e-06	
-0.00298213	0.00909666	0	-0.00297421	0.00910598	6.1666e-06	
-0.00367347	0.0112366	0	-0.00366555	0.0112459	6.1666e-06	
-0.00443674	0.0136024	0	-0.00442882	0.0136117	6.1666e-06	
-0.00527195	0.0161941	0	-0.00526402	0.0162034	6.1666e-06	
-0.00617911	0.0190116	0	-0.00617118	0.019021	6.1666e-06	
-0.00715822	0.0220551	0	-0.0071503	0.0220644	6.1666e-06	
-0.00820931	0.0253244	0	-0.00820139	0.0253337	6.1666e-06	
-0.00933239	0.0288196	0	-0.00932446	0.0288289	6.1666e-06	
-0.0105275	0.0325407	0	-0.0105195	0.03255	6.1666e-06	
-0.0117945	0.0364876	0	-0.0117866	0.0364969	6.1666e-06	
-0.0131336	0.0406604	0	-0.0131257	0.0406697	6.1666e-06	
-0.0145448	0.045059	0	-0.0145369	0.0450683	6.1666e-06	
-0.016028	0.0496835	0	-0.0160201	0.0496928	6.1666e-06	
-0.0175833	0.0545337	0	-0.0175754	0.0545431	6.1666e-06	
-0.0192107	0.0596098	0	-0.0192027	0.0596192	6.1666e-06	
-0.0209102	0.0649118	0	-0.0209022	0.0649211	6.1666e-06	
-0.0226818	0.0704395	0	-0.0226739	0.0704488	6.1666e-06	
-0.0245256	0.076193	0	-0.0245177	0.0762023	6.1666e-06	
-0.0264415	0.0821723	0	-0.0264336	0.0821816	6.1666e-06	
-0.0284297	0.0883774	0	-0.0284218	0.0883867	6.1666e-06	
-0.0304901	0.0948082	0	-0.0304822	0.0948175	6.1666e-06	
-0.0326227	0.101465	0	-0.0326148	0.101474	6.1666e-06	
-0.0348277	0.108347	0	-0.0348197	0.108356	6.1666e-06	
-0.0371049	0.115455	0	-0.0370969	0.115465	6.1666e-06	
-0.0394544	0.122789	0	-0.0394465	0.122798	6.1666e-06	
-0.0418763	0.130348	0	-0.0418684	0.130358	6.1666e-06	
-0.0443706	0.138134	0	-0.0443627	0.138143	6.1666e-06	
-0.0469373	0.146145	0	-0.0469293	0.146154	6.1666e-06	
-0.0495764	0.154381	0	-0.0495685	0.15439	6.1666e-06	
-0.052288	0.162843	0	-0.0522801	0.162853	6.1666e-06	
-0.0550721	0.171531	0	-0.0550642	0.17154	6.1666e-06	
-0.0579288	0.180445	0	-0.0579209	0.180454	6.1666e-06	
-0.060858	0.189584	0	-0.0608501	0.189593	6.1666e-06	
-0.0638599	0.198948	0	-0.063852	0.198958	6.1666e-06	
-0.0669344	0.208539	0	-0.0669264	0.208548	6.1666e-06	
-0.0700815	0.218354	0	-0.0700736	0.218364	6.1666e-06	
-0.0733014	0.228396	0	-0.0732935	0.228405	6.1666e-06	
-0.0765941	0.238663	0	-0.0765862	0.238672	6.1666e-06	
-0.0799595	0.249155	0	-0.0799516	0.249164	6.1666e-06	
-0.0833978	0.259873	0	-0.0833899	0.259882	6.1666e-06	
-0.086909	0.270816	0	-0.086901	0.270826	6.1666e-06	
-0.090493	0.281985	0	-0.0904851	0.281994	6.1666e-06	
-0.0941501	0.293379	0	-0.0941421	0.293389	6.1666e-06	
-0.0978801	0.304999	0	-0.0978722	0.305008	6.1666e-06	
-0.101683	0.316844	0	-0.101675	0.316853	6.1666e-06	
-0.105559	0.328915	0	-0.105551	0.328924	6.1666e-06	
-0.109509	0.34121	0	-0.109501	0.34122	6.1666e-06	
-0.113531	0.353732	0	-0.113523	0.353741	6.1666e-06	
-0.117627	0.366478	0	-0.117619	0.366487	6.1666e-06	
-0.121796	0.37945	0	-0.121788	0.379459	6.1666e-06	
-0.126038	0.392647	0	-0.12603	0.392656	6.1666e-06	
-0.130354	0.406069	0	-0.130346	0.406078	6.1666e-06	
-0.134743	0.419717	0	-0.134735	0.419726	6.1666e-06	
-0.139206	0.433589	0	-0.139198	0.433599	6.1666e-06	
-0.143742	0.447687	0	-0.143734	0.447697	6.1666e-06	
-0.148352	0.46201	0	-0.148344	0.46202	6.1666e-06	
-0.153035	0.476558	0	-0.153027	0.476568	6.1666e-06	
-0.157792	0.491332	0	-0.157784	0.491341	6.1666e-06	
-0.162623	0.50633	0	-0.162615	0.506339	6.1666e-06	
-0.167528	0.521553	0	-0.16752	0.521563	6.1666e-06	
-0.172506	0.537002	0	-0.172498	0.537011	6.1666e-06	
-0.177559	0.552675	0	-0.177551	0.552685	6.1666e-06	
-0.182685	0.568574	0	-0.182677	0.568583	6.1666e-06	
-0.187886	0.584697	0	-0.187878	0.584706	6.1666e-06	
-0.19316	0.601045	0	-0.193152	0.601054	6.1666e-06	
-0.198509	0.617618	0	-0.198501	0.617628	6.1666e-06	
-0.203932	0.634416	0	-0.203924	0.634426	6.1666e-06	
-0.209429	0.651439	0	-0.209421	0.651448	6.1666e-06	
-0.215001	0.668687	0	-0.214993	0.668696	6.1666e-06	
-0.220647	0.686159	0	-0.220639	0.686168	6.1666e-06	
-0.226367	0.703856	0	-0.226359	0.703865	6.1666e-06	
-0.232162	0.721778	0	-0.232154	0.721787	6.1666e-06	
-0.238032	0.739924	0	-0.238024	0.739934	6.1666e-06	
-0.243976	0.758295	0	-0.243969	0.758305	6.1666e-06	
-0.249996	0.776891	0	-0.249988	0.7769	6.1666e-06	
-0.25609	0.795711	0	-0.256082	0.795721	6.1666e-06	
-0.262258	0.814756	0	-0.262251	0.814765	6.1666e-06	
-0.268502	0.834025	0	-0.268494	0.834035	6.1666e-06	
-0.274821	0.853519	0	-0.274813	0.853528	6.1666e-06	
-0.281215	0.873237	0	-0.281207	0.873246	6.1666e-06	
-0.287684	0.89318	0	-0.287676	0.893189	6.1666e-06	
-0.294229	0.913347	0	-0.294221	0.913356	6.1666e-06	
-0.300849	0.933738	0	-0.300841	0.933747	6.1666e-06	
-0.307544	0.954353	0	-0.307536	0.954363	6.1666e-06	
-0.314315	0.975193	0	-0.314307	0.975202	6.1666e-06	
-0.321161	0.996257	0	-0.321153	0.996266	6.1666e-06	
-0.328083	1.01754	0	-0.328075	1.01755	6.1666e-06	
-0.33508	1.03906	0	-0.335072	1.03907	6.1666e-06	
-0.342154	1.06079	0	-0.342146	1.0608	6.1666e-06	
-0.349303	1.08275	0	-0.349295	1.08276	6.1666e-06	
-0.356528	1.10494	0	-0.356521	1.10495	6.1666e-06	
-0.36383	1.12735	0	-0.363822	1.12736	6.1666e-06	
-0.371207	1.14998	0	-0.371199	1.14999	6.1666e-06	
-0.378661	1.17283	0	-0.378653	1.17284	6.1666e-06	
-0.386191	1.19591	0	-0.386183	1.19592	6.1666e-06	
-0.393797	1.21922	0	-0.39379	1.21923	6.1666e-06	
-0.40148	1.24275	0	-0.401472	1.24276	6.1666e-06	
-0.40924	1.2665	0	-0.409232	1.26651	6.1666e-06	
-0.417076	1.29047	0	-0.417068	1.29048	6.1666e-06	
-0.424989	1.31467	0	-0.424981	1.31468	6.1666e-06	
-0.432978	1.33909	0	-0.432971	1.3391	6.1666e-06	
-0.441045	1.36374	0	-0.441037	1.36375	6.1666e-06	
-0.449189	1.38861	0	-0.449181	1.38862	6.1666e-06	
-0.457409	1.4137	0	-0.457401	1.41371	6.1666e-06	
-0.465707	1.43901	0	-0.465699	1.43902	6.1666e-06	
-0.474083	1.46455	0	-0.474075	1.46456	6.1666e-06	
-0.482535	1.49032	0	-0.482527	1.49032	6.1666e-06	
-0.491065	1.5163	0	-0.491057	1.51631	6.1666e-06	
-0.499673	1.54251	0	-0.499665	1.54252	6.1666e-06	
-0.508358	1.56894	0	-0.50835	1.56895	6.1666e-06	
-0.517121	1.5956	0	-0.517113	1.59561	6.1666e-06	
-0.525962	1.62247	0	-0.525954	1.62248	6.1666e-06	
-0.534881	1.64957	0	-0.534873	1.64958	6.1666e-06	
-0.543878	1.6769	0	-0.54387	1.67691	6.1666e-06	
-0.552954	1.70444	0	-0.552946	1.70445	6.1666e-06	
-0.562107	1.73221	0	-0.562099	1.73222	6.1666e-06	
-0.571339	1.76021	0	-0.571331	1.76022	6.1666e-06	
-0.580649	1.78842	0	-0.580641	1.78843	6.1666e-06	
-0.590038	1.81686	0	-0.59003	1.81687	6.1666e-06	
-0.599506	1.84552	0	-0.599498	1.84553	6.1666e-06	
-0.609052	1.8744	0	-0.609044	1.87441	6.1666e-06	
-0.618677	1.90351	0	-0.618669	1.90351	6.1666e-06	
-0.628381	1.93283	0	-0.628373	1.93284	6.1666e-06	
-0.638165	1.96238	0	-0.638157	1.96239	6.1666e-06	
-0.648027	1.99215	0	-0.648019	1.99216	6.1666e-06	
-0.657969	2.02215	0	-0.657961	2.02216	6.1666e-06	
