-1.60356e-05	4.39435e-05	0	-1.60356e-05	-0.0910622	0.00785398	
-6.20698e-05	0.000177322	0	-6.20698e-05	-0.0909289	0.00785398	
-0.00013603	0.000401685	0	-0.00013603	-0.0907045	0.00785398	
-0.000237918	0.00071703	0	-0.000237918	-0.0903892	0.00785398	
-0.000367734	0.00112336	0	-0.000367734	-0.0899828	0.00785398	
-0.000525479	0.00162067	0	-0.000525479	-0.0894855	0.00785398	
-0.000711155	0.00220896	0	-0.000711155	-0.0888972	0.00785398	
-0.000924765	0.00288823	0	-0.000924765	-0.088218	0.00785398	
-0.00116631	0.00365847	0	-0.00116631	-0.0874477	0.00785398	
-0.00143579	0.0045197	0	-0.00143579	-0.0865865	0.00785398	
-0.00173322	0.0054719	0	-0.00173322	-0.0856343	0.00785398	
-0.00205859	0.00651507	0	-0.00205859	-0.0845911	0.00785398	
-0.0024119	0.00764921	0	-0.0024119	-0.083457	0.00785398	
-0.00279317	0.00887432	0	-0.00279317	-0.0822319	0.00785398	
-0.00320239	0.0101904	0	-0.00320239	-0.0809158	0.00785398	
-0.00363958	0.0115974	0	-0.00363958	-0.0795088	0.00785398	
-0.00410472	0.0130954	0	-0.00410472	-0.0780108	0.00785398	
-0.00459784	0.0146844	0	-0.00459784	-0.0764218	0.00785398	
-0.00511893	0.0163643	0	-0.00511893	-0.0747419	0.00785398	
-0.00566801	0.0181352	0	-0.00566801	-0.072971	0.00785398	
-0.00624507	0.019997	0	-0.00624507	-0.0711092	0.00785398	
-0.00685012	0.0219497	0	-0.00685012	-0.0691565	0.00785398	
-0.00748318	0.0239934	0	-0.00748318	-0.0671128	0.00785398	
-0.00814424	0.026128	0	-0.00814424	-0.0649782	0.00785398	
-0.00883331	0.0283536	0	-0.00883331	-0.0627526	0.00785398	
-0.0095504	0.0306701	0	-0.0095504	-0.0604361	0.00785398	
-0.0102955	0.0330775	0	-0.0102955	-0.0580287	0.00785398	
-0.0110687	0.0355758	0	-0.0110687	-0.0555304	0.00785398	
-0.0118699	0.038165	0	-0.0118699	-0.0529412	0.00785398	
-0.0126992	0.0408452	0	-0.0126992	-0.050261	0.00785398	
-0.0135565	0.0436162	0	-0.0135565	-0.04749	0.00785398	
-0.0144419	0.0464781	0	-0.0144419	-0.044628	0.00785398	
-0.0153553	0.049431	0	-0.0153553	-0.0416752	0.00785398	
-0.0162969	0.0524747	0	-0.0162969	-0.0386315	0.00785398	
-0.0172666	0.0556092	0	-0.0172666	-0.0354969	0.00785398	
-0.0182644	0.0588347	0	-0.0182644	-0.0322715	0.00785398	
-0.0192903	0.062151	0	-0.0192903	-0.0289552	0.00785398	
-0.0203443	0.0655582	0	-0.0203443	-0.025548	0.00785398	
-0.0214265	0.0690562	0	-0.0214265	-0.02205	0.00785398	
-0.0225368	0.0726451	0	-0.0225368	-0.0184611	0.00785398	
-0.0236754	0.0763248	0	-0.0236754	-0.0147814	0.00785398	
-0.0248421	0.0800953	0	-0.0248421	-0.0110109	0.00785398	
-0.0260369	0.0839566	0	-0.0260369	-0.00714954	0.00785398	
-0.02726	0.0879088	0	-0.02726	-0.00319738	0.00785398	
-0.0285114	0.0919518	0	-0.0285114	0.000845578	0.00785398	
-0.0297909	0.0960855	0	-0.0297909	0.00497934	0.00785398	
-0.0310987	0.10031	0	-0.0310987	0.00920388	0.00785398	
-0.0324348	0.104625	0	-0.0324348	0.0135192	0.00785398	
-0.0337991	0.109031	0	-0.0337991	0.0179253	0.00785398	
-0.0351918	0.113528	0	-0.0351918	0.0224221	0.00785398	
-0.0366127	0.118116	0	-0.0366127	0.0270097	0.00785398	
-0.0380619	0.122794	0	-0.0380619	0.0316881	0.00785398	
-0.0395395	0.127563	0	-0.0395395	0.0364572	0.00785398	
-0.0410455	0.132423	0	-0.0410455	0.0413169	0.00785398	
