0.60477	-0.39291	0
0.60477	-0.392904	0
0.60477	-0.392887	0
0.60477	-0.392859	0
0.60477	-0.39282	0
0.60477	-0.392769	0
0.60477	-0.392706	0
0.60477	-0.392633	0
0.60477	-0.392548	0
0.604771	-0.392452	0
0.604771	-0.392345	0
0.604772	-0.392226	0
0.604773	-0.392096	0
0.604773	-0.391954	0
0.604775	-0.391802	0
0.604776	-0.391638	0
0.604778	-0.391462	0
0.60478	-0.391276	0
0.604783	-0.391078	0
0.604786	-0.390869	0
0.604789	-0.390648	0
0.604794	-0.390416	0
0.604799	-0.390173	0
0.604804	-0.389919	0
0.60481	-0.389653	0
0.604818	-0.389376	0
0.604826	-0.389088	0
0.604835	-0.388789	0
0.604845	-0.388478	0
0.604856	-0.388156	0
0.604869	-0.387823	0
0.604882	-0.387478	0
0.604898	-0.387123	0
0.604914	-0.386756	0
0.604933	-0.386378	0
0.604953	-0.385988	0
0.604975	-0.385588	0
0.604998	-0.385176	0
0.605024	-0.384753	0
0.605052	-0.38432	0
0.605082	-0.383875	0
0.605114	-0.383418	0
0.605149	-0.382951	0
0.605186	-0.382473	0
0.605226	-0.381984	0
0.605269	-0.381484	0
0.605315	-0.380973	0
0.605364	-0.380451	0
0.605416	-0.379918	0
0.605471	-0.379374	0
0.60553	-0.37882	0
0.605593	-0.378255	0
0.605659	-0.377679	0
0.605729	-0.377092	0
0.605804	-0.376495	0
0.605882	-0.375887	0
0.605965	-0.375269	0
0.606052	-0.374641	0
0.606144	-0.374002	0
0.606241	-0.373352	0
0.606343	-0.372693	0
0.606451	-0.372023	0
0.606563	-0.371343	0
0.606681	-0.370654	0
0.606805	-0.369954	0
0.606934	-0.369245	0
0.60707	-0.368526	0
0.607212	-0.367797	0
0.60736	-0.367059	0
0.607515	-0.366311	0
0.607676	-0.365554	0
0.607845	-0.364788	0
0.60802	-0.364013	0
0.608203	-0.363229	0
0.608394	-0.362436	0
0.608592	-0.361635	0
0.608798	-0.360825	0
0.609012	-0.360007	0
0.609235	-0.35918	0
0.609466	-0.358346	0
0.609706	-0.357504	0
0.609954	-0.356654	0
0.610212	-0.355796	0
0.610479	-0.354932	0
0.610755	-0.35406	0
0.611041	-0.353181	0
0.611337	-0.352295	0
0.611643	-0.351403	0
0.61196	-0.350505	0
0.612286	-0.349601	0
0.612624	-0.348691	0
0.612972	-0.347775	0
0.613332	-0.346854	0
0.613703	-0.345928	0
0.614085	-0.344997	0
0.614479	-0.344062	0
0.614885	-0.343122	0
0.615303	-0.342178	0
0.615733	-0.341231	0
0.616176	-0.340281	0
0.616631	-0.339327	0
0.617099	-0.338371	0
0.61758	-0.337413	0
0.618075	-0.336452	0
0.618583	-0.33549	0
0.619104	-0.334526	0
0.619639	-0.333562	0
0.620188	-0.332596	0
0.620752	-0.331631	0
0.621329	-0.330666	0
0.621921	-0.329702	0
0.622527	-0.328738	0
0.623149	-0.327776	0
0.623785	-0.326816	0
0.624436	-0.325858	0
0.625102	-0.324903	0
0.625784	-0.323951	0
0.626481	-0.323003	0
0.627193	-0.322059	0
0.627922	-0.32112	0
0.628666	-0.320185	0
0.629426	-0.319257	0
0.630202	-0.318334	0
0.630994	-0.317418	0
0.631802	-0.31651	0
0.632626	-0.315609	0
0.633467	-0.314716	0
0.634325	-0.313833	0
0.635198	-0.312958	0
0.636088	-0.312094	0
0.636995	-0.31124	0
0.637918	-0.310397	0
0.638858	-0.309566	0
0.639814	-0.308747	0
0.640787	-0.307941	0
0.641776	-0.307149	0
0.642782	-0.306371	0
0.643805	-0.305608	0
0.644844	-0.30486	0
0.645899	-0.304128	0
0.64697	-0.303413	0
0.648058	-0.302716	0
0.649162	-0.302036	0
0.650282	-0.301376	0
0.651418	-0.300734	0
0.65257	-0.300113	0
0.653737	-0.299512	0
0.65492	-0.298933	0
0.656118	-0.298376	0
0.657331	-0.297842	0
0.658559	-0.297331	0
0.659802	-0.296844	0
0.661059	-0.296382	0
0.66233	-0.295946	0
0.663615	-0.295536	0
0.664914	-0.295153	0
0.666227	-0.294798	0
0.667552	-0.294471	0
0.66889	-0.294173	0
0.670241	-0.293905	0
0.671603	-0.293667	0
0.672977	-0.293461	0
0.674362	-0.293286	0
0.675758	-0.293144	0
0.677165	-0.293034	0
0.678581	-0.292959	0
0.680007	-0.292918	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
0.757155	-0.39291	0
